"ABV","IBU","Name","Style","Brewery","City","State","Category"
"1497",6,38,"Pumpion","Pumpkin Ale","NorthGate Brewing ","Minneapolis"," MN","Ale"
"1498",6,25,"Stronghold","American Porter","NorthGate Brewing ","Minneapolis"," MN","Ale"
"1499",5.6,47,"Parapet ESB","Extra Special / Strong Bitter (ESB)","NorthGate Brewing ","Minneapolis"," MN","Ale"
"1500",6.9,62,"Blue Boots IPA","American IPA","Northampton Brewery","Northamtpon"," MA","Ale"
"1501",6.3,57,"Hoppy Bitch IPA","American IPA","Northwest Brewing Company","Pacific"," WA","Ale"
"1502",6.3,42,"Three Skulls Ale Pale Ale","American Pale Ale (APA)","Northwest Brewing Company","Pacific"," WA","Ale"
"1503",4.5,18,"Walter's Premium Pilsener Beer","German Pilsener","Northwoods Brewpub","Eau Claire"," WI","Lager"
"1504",4.5,8,"Floppin' Crappie","American Pale Wheat Ale","Northwoods Brewpub","Eau Claire"," WI","Ale"
"1505",4.3,43,"Left of the Dial IPA","American IPA","Notch Brewing Company","Ipswich"," MA","Ale"
"1506",4,15,"Notch Session Pils","Czech Pilsener","Notch Brewing Company","Ipswich"," MA","Lager"
"1507",5.5,17,"O'Fallon Pumpkin Beer","Pumpkin Ale","O'Fallon Brewery","O'Fallon"," MO","Ale"
"1508",6.1,66,"5 Day IPA","American IPA","O'Fallon Brewery","O'Fallon"," MO","Ale"
"1509",5.1,7,"O'Fallon Wheach","Fruit / Vegetable Beer","O'Fallon Brewery","O'Fallon"," MO","Other"
"1510",6.7,70,"Watershed IPA","American IPA","Oakshire Brewing","Eugene"," OR","Ale"
"1511",5.4,24,"Oakshire Amber Ale","American Amber / Red Ale","Oakshire Brewing","Eugene"," OR","Ale"
"1512",5.8,27,"Overcast Espresso Stout","American Stout","Oakshire Brewing","Eugene"," OR","Ale"
"1513",6.7,70,"Watershed IPA (2013)","American IPA","Oakshire Brewing","Eugene"," OR","Ale"
"1514",8.2,25,"Lake Monster","Baltic Porter","Oasis Texas Brewing Company","Austin"," TX","Ale"
"1515",4.9,27,"London Homesick Ale","English Bitter","Oasis Texas Brewing Company","Austin"," TX","Ale"
"1516",4.8,35,"Luchesa Lager","Keller Bier / Zwickel Bier","Oasis Texas Brewing Company","Austin"," TX","Traditional Germanic"
"1517",4.8,35,"Slow Ride","American Pale Ale (APA)","Oasis Texas Brewing Company","Austin"," TX","Ale"
"1518",4.7,10,"Occidental Hefeweizen","American Pale Wheat Ale","Occidental Brewing Company","Portland"," OR","Ale"
"1519",5.1,NA,"Occidental Dunkel","Dunkelweizen","Occidental Brewing Company","Portland"," OR","Traditional Germanic"
"1520",5,23,"Occidental Altbier","Altbier","Occidental Brewing Company","Portland"," OR","Traditional Germanic"
"1521",4.5,13,"Occidental Kölsch","Kölsch","Occidental Brewing Company","Portland"," OR","Traditional Germanic"
"1522",9.2,72,"Perpetual Darkness","Belgian Strong Dark Ale","Odyssey Beerwerks","Arvada"," CO","Traditional Germanic"
"1523",8.7,29,"Clan Warrior","Scotch Ale / Wee Heavy","Odyssey Beerwerks","Arvada"," CO","Ale"
"1524",5.4,36,"Psycho Penguin Vanilla Porter","American Porter","Odyssey Beerwerks","Arvada"," CO","Ale"
"1525",4.7,16,"Heliocentric Hefeweizen","Hefeweizen","Odyssey Beerwerks","Arvada"," CO","Traditional Germanic"
"1526",5.1,46,"Ghose Drifter Pale Ale","American Pale Ale (APA)","Odyssey Beerwerks","Arvada"," CO","Ale"
"1527",5.1,46,"Ghost Rider Pale Ale (2013)","American Pale Ale (APA)","Odyssey Beerwerks","Arvada"," CO","Ale"
"1528",4.7,16,"Helios Hefeweizen (2013)","Hefeweizen","Odyssey Beerwerks","Arvada"," CO","Traditional Germanic"
"1529",9.5,19,"The Hole in Hadrian's Wall","Scottish Ale","Okoboji Brewing Company","Spirit Lake"," IA","Ale"
"1530",6.5,26,"33 Select Brown Ale","American Brown Ale","Okoboji Brewing Company","Spirit Lake"," IA","Ale"
"1531",6,29,"Midwest Charm Farmhouse Ale","Saison / Farmhouse Ale","Okoboji Brewing Company","Spirit Lake"," IA","Other"
"1532",5,45,"Boji Blue Pale Ale","American Pale Ale (APA)","Okoboji Brewing Company","Spirit Lake"," IA","Ale"
"1533",5.7,26,"Winter Games Select #32 Stout","American Stout","Okoboji Brewing Company","Spirit Lake"," IA","Ale"
"1534",5,23,"Boji Beach Golden Rye Ale","Rye Beer","Okoboji Brewing Company","Spirit Lake"," IA","Ale"
"1535",6,60,"Hopsmith Pale Lager","American Pale Lager","Old Forge Brewing Company","Danville"," PA","Lager"
"1536",6.5,65,"Falling Down Brown Ale","American Brown Ale","Old Forge Brewing Company","Danville"," PA","Ale"
"1537",6.8,61,"Resolution Rye Stout","American Stout","Old Forge Brewing Company","Danville"," PA","Ale"
"1538",5.5,44,"Plowshare Porter","American Porter","Old Forge Brewing Company","Danville"," PA","Ale"
"1539",4.6,20,"Old Forge Pumpkin Ale","Pumpkin Ale","Old Forge Brewing Company","Danville"," PA","Ale"
"1540",4.5,35,"Endless Sun Ale","American Pale Wheat Ale","Old Forge Brewing Company","Danville"," PA","Ale"
"1541",6.5,48,"Celestial Blonde Ale","American Blonde Ale","Old Forge Brewing Company","Danville"," PA","Ale"
"1542",7.5,93,"Overbite IPA","American IPA","Old Forge Brewing Company","Danville"," PA","Ale"
"1543",5.5,63,"T-Rail Pale Ale","American Pale Ale (APA)","Old Forge Brewing Company","Danville"," PA","Ale"
"1544",4.8,37,"Endless Summer Ale (2011)","American Pale Wheat Ale","Old Forge Brewing Company","Danville"," PA","Ale"
"1545",5.3,28,"Clem's Gold","American Pale Lager","Orlison Brewing Company","Airway Heights"," WA","Lager"
"1546",5.5,26,"Lizzy's Red","American Amber / Red Lager","Orlison Brewing Company","Airway Heights"," WA","Lager"
"1547",6.7,39,"Orlison India Pale Lager","American Pale Lager","Orlison Brewing Company","Airway Heights"," WA","Lager"
"1548",4.2,11,"Brünette","Euro Dark Lager","Orlison Brewing Company","Airway Heights"," WA","Lager"
"1549",4.1,11,"Havanüther","Light Lager","Orlison Brewing Company","Airway Heights"," WA","Lager"
"1550",6.5,22,"Lyric Ale","Saison / Farmhouse Ale","Orpheus Brewing","Atlanta"," GA","Other"
"1551",5.3,13,"Atalanta","Saison / Farmhouse Ale","Orpheus Brewing","Atlanta"," GA","Other"
"1552",4.9,35,"Pinner Throwback IPA","American IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1553",5.2,46,"Centennial State Pale Ale","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1554",8,30,"Old Chub NITRO","Scotch Ale / Wee Heavy","Oskar Blues Brewery","Longmont"," CO","Ale"
"1555",NA,NA,"The CROWLER™","Other","Oskar Blues Brewery","Longmont"," CO","Other"
"1556",NA,NA,"CAN'D AID Foundation","Other","Oskar Blues Brewery","Longmont"," CO","Other"
"1557",NA,NA,"Icey.P.A.","American IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1558",5,27,"One Nut Brown","English Brown Ale","Oskar Blues Brewery","Longmont"," CO","Ale"
"1559",NA,NA,"Birth IPA","American IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1560",6.5,65,"Dale's Pale Ale","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1561",6.5,65,"Dale's Pale Ale","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1562",5.3,35,"Mama's Little Yella Pils","Czech Pilsener","Oskar Blues Brewery","Longmont"," CO","Lager"
"1563",8.5,85,"oSKAr the G'Rauch","American IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1564",8.5,85,"oSKAr the G'Rauch","American IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1565",6.5,65,"Dale's Pale Ale","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1566",7,41,"The Deuce","American Brown Ale","Oskar Blues Brewery","Longmont"," CO","Ale"
"1567",6.5,65,"Dale's Pale Ale (10 Year Anniversary)","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1568",6.5,65,"Dale's Pale Ale (2012)","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1569",8.7,85,"Gordon Imperial Red (2010)","American Double / Imperial IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1570",6.5,65,"Dale's Pale Ale (2011)","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1571",6.5,65,"Dale's Pale Ale (2010)","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1572",8.7,85,"G'KNIGHT (16 oz.)","American Double / Imperial IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1573",9,42,"15th Anniversary Abbey Ale (2012)","Belgian Dark Ale","Oskar Blues Brewery","Longmont"," CO","Traditional Germanic"
"1574",8,29,"Chaka","Belgian Strong Pale Ale","Oskar Blues Brewery","Longmont"," CO","Traditional Germanic"
"1575",8,70,"HGH (Home Grown Hops): Part Duh","American Strong Ale","Oskar Blues Brewery","Longmont"," CO","Ale"
"1576",8,89,"Deviant Dale's IPA","American Double / Imperial IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1577",9,60,"One Hit Wonder","American Double / Imperial IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1578",8.7,85,"G'KNIGHT (12 oz.)","American Double / Imperial IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1579",9.9,98,"Ten Fidy Imperial Stout","Russian Imperial Stout","Oskar Blues Brewery","Longmont"," CO","Ale"
"1580",5.3,35,"Mama's Little Yella Pils","Czech Pilsener","Oskar Blues Brewery","Longmont"," CO","Lager"
"1581",9.9,100,"GUBNA Imperial IPA","American Double / Imperial IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1582",8,35,"Old Chub","Scottish Ale","Oskar Blues Brewery","Longmont"," CO","Ale"
"1583",8.7,85,"Gordon Ale (2009)","American Double / Imperial IPA","Oskar Blues Brewery","Longmont"," CO","Ale"
"1584",6.5,65,"Dale's Pale Ale","American Pale Ale (APA)","Oskar Blues Brewery","Longmont"," CO","Ale"
"1585",9.2,85,"Gordon (2005)","American Double / Imperial IPA","Oskar Blues Brewery","Lyons"," CO","Ale"
"1586",9.5,98,"Ten Fidy Imperial Stout (2008)","Russian Imperial Stout","Oskar Blues Brewery","Lyons"," CO","Ale"
"1587",9.9,98,"Ten Fidy Imperial Stout (2007)","Russian Imperial Stout","Oskar Blues Brewery","Lyons"," CO","Ale"
"1588",8,35,"Old Chub (2008)","Scottish Ale","Oskar Blues Brewery","Lyons"," CO","Ale"
"1589",8,35,"Old Chub (2004)","Scottish Ale","Oskar Blues Brewery","Lyons"," CO","Ale"
"1590",8,35,"Old Chub (2003)","Scottish Ale","Oskar Blues Brewery","Lyons"," CO","Ale"
"1591",6.5,65,"Dale's Pale Ale (2008)","American Pale Ale (APA)","Oskar Blues Brewery","Lyons"," CO","Ale"
"1592",6.5,65,"Dale's Pale Ale (2006)","American Pale Ale (APA)","Oskar Blues Brewery","Lyons"," CO","Ale"
"1593",6.5,65,"Dale's Pale Ale (2004)","American Pale Ale (APA)","Oskar Blues Brewery","Lyons"," CO","Ale"
"1594",6.5,65,"Dale's Pale Ale (2003)","American Pale Ale (APA)","Oskar Blues Brewery","Lyons"," CO","Ale"
"1595",6.5,65,"Dale's Pale Ale (2002)","American Pale Ale (APA)","Oskar Blues Brewery","Lyons"," CO","Ale"
"1596",5.2,28,"Leroy (2005)","American Brown Ale","Oskar Blues Brewery","Lyons"," CO","Ale"
"1597",8.7,60,"Gordon Beer (2006)","American Double / Imperial IPA","Oskar Blues Brewery","Lyons"," CO","Ale"
"1598",8.7,85,"G'KNIGHT","American Double / Imperial IPA","Oskar Blues Brewery (North Carol...","Brevard"," NC","Ale"
"1599",9.9,98,"Ten Fidy","Russian Imperial Stout","Oskar Blues Brewery (North Carol...","Brevard"," NC","Ale"
"1600",8,85,"Deviant Dale's IPA","American Double / Imperial IPA","Oskar Blues Brewery (North Carol...","Brevard"," NC","Ale"
"1601",8,35,"Old Chub","Scottish Ale","Oskar Blues Brewery (North Carol...","Brevard"," NC","Ale"
"1602",6.5,65,"Dale's Pale Ale","American Pale Ale (APA)","Oskar Blues Brewery (North Carol...","Brevard"," NC","Ale"
"1603",6.5,65,"Dale's Pale Ale","American Pale Ale (APA)","Oskar Blues Brewery (North Carol...","Brevard"," NC","Ale"
"1604",5.5,45,"Fresh Slice White IPA","American White IPA","Otter Creek Brewing","Middlebury"," VT","Ale"
"1605",5.5,55,"Overgrown American Pale Ale","American Pale Ale (APA)","Otter Creek Brewing","Waterbury"," VT","Ale"
"1606",4,39,"Ozark American Pale Ale","American Pale Ale (APA)","Ozark Beer Company","Rogers"," AR","Ale"
"1607",4.8,47,"Hula Hoppie Session IPA","American IPA","Palisade Brewing Company","Palisade"," CO","Ale"
"1608",5.3,22,"Dirty Hippie Dark Wheat","American Dark Wheat Ale","Palisade Brewing Company","Palisade"," CO","Ale"
"1609",5.2,23,"Rustic Red","Irish Red Ale","Pateros Creek Brewing Company","Fort Collins"," CO","Ale"
"1610",5.3,48,"Stimulator Pale Ale","American Pale Ale (APA)","Pateros Creek Brewing Company","Fort Collins"," CO","Ale"
"1611",4.5,22,"Old Town Ale","Kölsch","Pateros Creek Brewing Company","Fort Collins"," CO","Traditional Germanic"
"1612",4.4,28,"Car 21","English Bitter","Pateros Creek Brewing Company","Fort Collins"," CO","Ale"
"1613",5,24,"Cache La Porter","American Porter","Pateros Creek Brewing Company","Fort Collins"," CO","Ale"
"1614",4.2,35,"Rodeo Rye Pale Ale","American Pale Ale (APA)","Payette Brewing Company","Garden City"," ID","Ale"
"1615",6.2,65,"Outlaw IPA","American IPA","Payette Brewing Company","Garden City"," ID","Ale"
"1616",4.4,28,"North Fork Lager","American Pale Lager","Payette Brewing Company","Garden City"," ID","Lager"
"1617",4.8,35,"Payette Pale Ale","American Pale Ale (APA)","Payette Brewing Company","Garden City"," ID","Ale"
"1618",5.5,25,"Mutton Buster","American Brown Ale","Payette Brewing Company","Garden City"," ID","Ale"
"1619",5,17,"Side Kick Kölsch","Kölsch","Peace Tree Brewing Company","Knoxville"," IA","Traditional Germanic"
"1620",4.6,59,"Fresh Cut Pilsner","American Pilsner","Peak Organic Brewing Company","Portland"," ME","Lager"
"1621",5,61,"Summer Session Ale","American Pale Wheat Ale","Peak Organic Brewing Company","Portland"," ME","Ale"
"1622",4,12,"Lobo Lito","Light Lager","Pedernales Brewing Company","Fredericksburg"," TX","Lager"
"1623",5,17,"Robert Earl Keen Honey Pils","American Pilsner","Pedernales Brewing Company","Fredericksburg"," TX","Lager"
"1624",6.5,77,"Mound Builder IPA","American IPA","People's Brewing Company","Lafayette"," IN","Ale"
"1625",6.2,62,"Amazon Princess IPA","American IPA","People's Brewing Company","Lafayette"," IN","Ale"
"1626",4.2,17,"Farmer's Daughter Wheat","American Pale Wheat Ale","People's Brewing Company","Lafayette"," IN","Ale"
"1627",4.5,29,"People's Pilsner","German Pilsener","People's Brewing Company","Lafayette"," IN","Lager"
"1628",5.5,10,"Hotbox Brown","American Brown Ale","Perrin Brewing Company","Comstock Park"," MI","Ale"
"1629",4.8,15,"Gold","American Blonde Ale","Perrin Brewing Company","Comstock Park"," MI","Ale"
"1630",5.8,46,"Black","American Black Ale","Perrin Brewing Company","Comstock Park"," MI","Ale"
"1631",6.5,65,"98 Problems (Cuz A Hop Ain't One)","American IPA","Perrin Brewing Company","Comstock Park"," MI","Ale"
"1632",5,40,"Veteran’s Pale Ale (VPA)","American Pale Ale (APA)","Perrin Brewing Company","Comstock Park"," MI","Ale"
"1633",5,35,"Grapefruit IPA","American IPA","Perrin Brewing Company","Comstock Park"," MI","Ale"
"1634",5.1,27,"Pete's ESP Lager (1998)","American Pale Lager","Pete's Brewing Company","San Antonio"," TX","Lager"
"1635",4.7,10,"Pete's Wicked Summer Brew (1995)","American Pale Wheat Ale","Pete's Brewing Company","San Antonio"," TX","Ale"
"1636",4.9,22,"Pete's Wicked Bohemian Pilsner (1997)","Czech Pilsener","Pete's Brewing Company","San Antonio"," TX","Lager"
"1637",NA,NA,"Pete's Wicked Pale Ale (1997)","American Pale Ale (APA)","Pete's Brewing Company","San Antonio"," TX","Ale"
"1638",4.7,10,"Pete's Wicked Summer Brew (2002)","American Pale Wheat Ale","Pete's Brewing Company","San Antonio"," TX","Ale"
"1639",4.7,10,"Pete's Wicked Summer Brew (1997)","American Pale Wheat Ale","Pete's Brewing Company","San Antonio"," TX","Ale"
"1640",4.7,10,"Pete's Wicked Summer Brew (1996)","American Pale Wheat Ale","Pete's Brewing Company","San Antonio"," TX","Ale"
"1641",4.1,12,"Sparkle","American Pale Lager","Petoskey Brewing","Petoskey"," MI","Lager"
"1642",5.9,25,"North 45 Amber Ale","American Amber / Red Ale","Petoskey Brewing","Petoskey"," MI","Ale"
"1643",6.9,20,"Horny Monk","Dubbel","Petoskey Brewing","Petoskey"," MI","Traditional Germanic"
"1644",6.7,74,"Mind's Eye PA","American IPA","Petoskey Brewing","Petoskey"," MI","Ale"
"1645",6.1,60,"Camelback","American IPA","Phoenix Ale Brewery","Phoenix"," AZ","Ale"
"1646",5.6,49,"Local 5 Pale Ale","American Pale Ale (APA)","Pikes Peak Brewing Company","Monument"," CO","Ale"
"1647",7.3,51,"Devils Head Red Ale","American Amber / Red Ale","Pikes Peak Brewing Company","Monument"," CO","Ale"
"1648",7,75,"Elephant Rock IPA","American IPA","Pikes Peak Brewing Company","Monument"," CO","Ale"
"1649",5,12,"Black Bay Milk Stout","Milk / Sweet Stout","Pine Street Brewery","San Francisco"," CA","Ale"
"1650",5,33,"Atom Splitter Pale Ale","American Pale Ale (APA)","Pine Street Brewery","San Francisco"," CA","Ale"
"1651",6,20,"Hot Date Ale","Chile Beer","Piney River Brewing Company","Bucryus"," MO","Ale"
"1652",7,61,"Masked Bandit IPA","American Black Ale","Piney River Brewing Company","Bucryus"," MO","Ale"
"1653",6,24,"Sweet Potato Ale","Fruit / Vegetable Beer","Piney River Brewing Company","Bucryus"," MO","Other"
"1654",4.5,18,"Float Trip Ale","American Blonde Ale","Piney River Brewing Company","Bucryus"," MO","Ale"
"1655",5.5,25,"Old Tom Porter","American Porter","Piney River Brewing Company","Bucryus"," MO","Ale"
"1656",4.5,18,"Black Walnut Wheat","American Dark Wheat Ale","Piney River Brewing Company","Bucryus"," MO","Ale"
"1657",5.5,20,"McKinney Eddy Amber Ale","American Amber / Red Ale","Piney River Brewing Company","Bucryus"," MO","Ale"
"1658",7,70,"Missouri Mule India Pale Ale","American IPA","Piney River Brewing Company","Bucryus"," MO","Ale"
"1659",6.5,33,"Blood of the Unicorn","American Amber / Red Ale","Pipeworks Brewing Company","Chicago"," IL","Ale"
"1660",6.9,51,"GreyBeard™ IPA","American IPA","Pisgah Brewing Company","Black Mountain"," NC","Ale"
"1661",5.7,31,"Pisgah Pale Ale","American Pale Ale (APA)","Pisgah Brewing Company","Black Mountain"," NC","Ale"
"1662",4.5,44,"PONTO S.I.P.A.","American IPA","Pizza Port Brewing Company","Carlsbad"," CA","Ale"
"1663",4.9,22,"Chronic Ale","American Amber / Red Ale","Pizza Port Brewing Company","Carlsbad"," CA","Ale"
"1664",6.8,61,"Swami's India Pale Ale","American IPA","Pizza Port Brewing Company","Carlsbad"," CA","Ale"
"1665",5,13,"New Cleveland Palesner","American Pilsner","Platform Beer Company","Cleveland"," OH","Lager"
"1666",5.4,45,"Mazzie","American Pale Ale (APA)","Pollyanna Brewing Company","Lemont"," IL","Ale"
"1667",9.9,77,"Big Chuck Barleywine","American Barleywine","Portside Brewery","Cleveland"," OH","Ale"
"1668",NA,NA,"Ponderosa IPA","American IPA","Prescott Brewing Company","Prescott"," AZ","Ale"
"1669",NA,NA,"Liquid Amber Ale","American Amber / Red Ale","Prescott Brewing Company","Prescott"," AZ","Ale"
"1670",5.9,14,"Morning Wood Wheat (Current)","American Pale Wheat Ale","Pug Ryan's Brewery","Dillon"," CO","Ale"
"1671",6.9,17,"Hideout Helles","Munich Helles Lager","Pug Ryan's Brewery","Dillon"," CO","Lager"
"1672",6,15,"Dead Eye Dunkel","Munich Dunkel Lager","Pug Ryan's Brewery","Dillon"," CO","Traditional Germanic"
"1673",5.8,21,"Peacemaker Pilsner","Czech Pilsener","Pug Ryan's Brewery","Dillon"," CO","Lager"
